date,name,team,opposition,venue,bat_innings,innings_played,previous_average,previous_strike_rate,previous_economy,previous_wicket_hauls,wickets
,L Pope,Sydney Sixers,Brisbane Heat,Carrara Oval,,2,6.5,6,5.916666667,0,0
,DT Christian,Sydney Sixers,Brisbane Heat,Carrara Oval,,4,21.875,17.75,8.116282051,0,1
,JT Ball,Sydney Sixers,Brisbane Heat,Carrara Oval,,3,29.33333333,17.66666667,10.32952381,0,3
,XC Bartlett,Brisbane Heat,Sydney Sixers,Carrara Oval,,6,23.08333333,15.66666667,7.396929825,0,0
,JD Wildermuth,Brisbane Heat,Sydney Sixers,Carrara Oval,,5,19.5,12.3,7.642666667,0,2
,Mujeeb Ur Rahman,Brisbane Heat,Sydney Sixers,Carrara Oval,,3,15.22222222,10.94444444,8.153333333,0,2
,MT Steketee,Brisbane Heat,Sydney Sixers,Carrara Oval,,6,11.25694444,7.944444444,9.320942029,1,1
,L Gregory,Brisbane Heat,Sydney Sixers,Carrara Oval,,5,30.8,17.7,10.74358974,0,0
,JJ Bazley,Brisbane Heat,Sydney Sixers,Carrara Oval,,4,14,9,9.511904762,0,2
2021-01-01,DR Sams,Sydney Thunder,Melbourne Renegades,Carrara Oval,,1,0,0,9.3,0,1
,CP Tremain,Sydney Thunder,Melbourne Renegades,Carrara Oval,,1,0,0,10.28571429,0,1
,N McAndrew,Sydney Thunder,Melbourne Renegades,Carrara Oval,,4,31,19,9.375,0,3
,CJ Green,Sydney Thunder,Melbourne Renegades,Carrara Oval,,4,21,17.5,7.930769231,0,0
,T Sangha,Sydney Thunder,Melbourne Renegades,Carrara Oval,,4,19.27083333,11.04166667,10.34615385,0,1
,BCJ Cutting,Sydney Thunder,Melbourne Renegades,Carrara Oval,,4,0,0,7.877106227,0,0
,KW Richardson,Melbourne Renegades,Sydney Thunder,Carrara Oval,,4,30.83333333,20.5,8.79959596,0,0
,Imad Wasim,Melbourne Renegades,Sydney Thunder,Carrara Oval,,4,23.125,20.5,6.383333333,0,1
,M Perry,Melbourne Renegades,Sydney Thunder,Carrara Oval,,0,0,0,0,0,1
,P Hatzoglou,Melbourne Renegades,Sydney Thunder,Carrara Oval,,4,19.55555556,15,8.302884615,0,0
,Mohammad Nabi,Melbourne Renegades,Sydney Thunder,Carrara Oval,,3,16,12,8.5,0,0
,W Sutherland,Melbourne Renegades,Sydney Thunder,Carrara Oval,,0,0,0,0,0,0
2021-01-12,JA Richardson,Perth Scorchers,Hobart Hurricanes,Perth Stadium,,5,20.5,15.05,7.187128205,1,1
,JP Behrendorff,Perth Scorchers,Hobart Hurricanes,Perth Stadium,,5,10.8,10.5,6.264615385,0,1
,AJ Tye,Perth Scorchers,Hobart Hurricanes,Perth Stadium,,5,12.8,10.7,6.268803828,1,0
,MR Marsh,Perth Scorchers,Hobart Hurricanes,Perth Stadium,,1,12,12,6,0,0
,AJ Turner,Perth Scorchers,Hobart Hurricanes,Perth Stadium,,1,0,0,11.5,0,0
,AM Hardie,Perth Scorchers,Hobart Hurricanes,Perth Stadium,,5,1,1.2,8.507142857,0,2
,Fawad Ahmed,Perth Scorchers,Hobart Hurricanes,Perth Stadium,,5,17,14.6,6.291910873,0,1
,RP Meredith,Hobart Hurricanes,Perth Scorchers,Perth Stadium,,4,60,27,9.790833333,0,0
,SM Boland,Hobart Hurricanes,Perth Scorchers,Perth Stadium,,4,10,9.0625,8.575,2,1
,S Lamichhane,Hobart Hurricanes,Perth Scorchers,Perth Stadium,,4,14.625,12.25,7.166666667,0,0
,DJM Short,Hobart Hurricanes,Perth Scorchers,Perth Stadium,,4,9,9,11.125,0,0
,NT Ellis,Hobart Hurricanes,Perth Scorchers,Perth Stadium,,4,15.875,13.625,7.077142857,1,0
,MJ Owen,Hobart Hurricanes,Perth Scorchers,Perth Stadium,,0,0,0,0,0,0
2021-01-26,JM Bird,Sydney Sixers,Melbourne Stars,Melbourne Cricket Ground,,3,13.66666667,12.16666667,7.213333333,0,0
,SNJ O'Keefe,Sydney Sixers,Melbourne Stars,Melbourne Cricket Ground,,3,16.5,12,6.666666667,0,0
,BJ Dwarshuis,Sydney Sixers,Melbourne Stars,Melbourne Cricket Ground,,4,17.54166667,11.875,10.06521739,0,3
,CR Brathwaite,Sydney Sixers,Melbourne Stars,Melbourne Cricket Ground,,5,5.966666667,5.466666667,7.401923077,1,1
,SA Abbott,Sydney Sixers,Melbourne Stars,Melbourne Cricket Ground,,1,16,12,8,0,2
,JT Ball,Sydney Sixers,Melbourne Stars,Melbourne Cricket Ground,,4,24.08333333,14.33333333,10.63175824,0,0
,SL Rainbird,Melbourne Stars,Sydney Sixers,Melbourne Cricket Ground,,2,20,14,8.208791209,0,1
,B Stanlake,Melbourne Stars,Sydney Sixers,Melbourne Cricket Ground,,4,6.222222222,7.111111111,6.733076923,0,1
,NM Coulter-Nile,Melbourne Stars,Sydney Sixers,Melbourne Cricket Ground,,1,49,26,11.30769231,0,2
,A Zampa,Melbourne Stars,Sydney Sixers,Melbourne Cricket Ground,,3,18.3,11.33333333,6.866666667,1,0
,Zahir Khan,Melbourne Stars,Sydney Sixers,Melbourne Cricket Ground,,3,18,16.66666667,7.211538462,0,0
,NJ Maddinson,Melbourne Stars,Sydney Sixers,Melbourne Cricket Ground,,0,0,0,0,0,1
2021-01-21,XC Bartlett,Brisbane Heat,Adelaide Strikers,Adelaide Oval,,7,23.08333333,15.66666667,7.673558897,0,1
,JD Wildermuth,Brisbane Heat,Adelaide Strikers,Adelaide Oval,,6,18.41666667,12.25,7.452222222,0,1
,MT Steketee,Brisbane Heat,Adelaide Strikers,Adelaide Oval,,7,15.36309524,10.38095238,9.360807453,1,1
,MJ Swepson,Brisbane Heat,Adelaide Strikers,Adelaide Oval,,1,13,12.5,6.24,0,0
,M Labuschagne,Brisbane Heat,Adelaide Strikers,Adelaide Oval,,3,1.666666667,2,2.888888889,0,2
,M Morkel,Brisbane Heat,Adelaide Strikers,Adelaide Oval,,2,20.75,18,6.75,0,0
,L Gregory,Brisbane Heat,Adelaide Strikers,Adelaide Oval,,6,30.8,17.7,10.95299145,0,0
,MG Neser,Adelaide Strikers,Brisbane Heat,Adelaide Oval,,2,4.25,4.75,7.934210526,0,1
,DR Briggs,Adelaide Strikers,Brisbane Heat,Adelaide Oval,,5,28.16666667,20.66666667,7.803846154,0,1
,WA Agar,Adelaide Strikers,Brisbane Heat,Adelaide Oval,,6,25.83333333,16.66666667,9.532792023,0,4
,PM Siddle,Adelaide Strikers,Brisbane Heat,Adelaide Oval,,5,4.333333333,5.233333333,8.294355376,0,3
,LN O'Connor,Adelaide Strikers,Brisbane Heat,Adelaide Oval,,3,3.666666667,3.166666667,7.565789474,0,1
2021-01-26,NP Winter,Hobart Hurricanes,Melbourne Renegades,Melbourne Cricket Ground,,1,0,0,6.857142857,0,0
,SM Boland,Hobart Hurricanes,Melbourne Renegades,Melbourne Cricket Ground,,5,13.2,12.05,8.16,2,1
,RP Meredith,Hobart Hurricanes,Melbourne Renegades,Melbourne Cricket Ground,,5,60,27,9.512666667,0,3
,NT Ellis,Hobart Hurricanes,Melbourne Renegades,Melbourne Cricket Ground,,5,15.875,13.625,7.05118797,1,0
,S Lamichhane,Hobart Hurricanes,Melbourne Renegades,Melbourne Cricket Ground,,5,14.625,12.25,7.266666667,0,0
,DJM Short,Hobart Hurricanes,Melbourne Renegades,Melbourne Cricket Ground,,5,9,9,11.2,0,1
,BJ Webster,Melbourne Renegades,Hobart Hurricanes,Melbourne Cricket Ground,,1,0,0,7,0,0
,W Sutherland,Melbourne Renegades,Hobart Hurricanes,Melbourne Cricket Ground,,1,0,0,5,0,1
,Z Evans,Melbourne Renegades,Hobart Hurricanes,Melbourne Cricket Ground,,1,11.33333333,6,11.33333333,0,5
,P Hatzoglou,Melbourne Renegades,Hobart Hurricanes,Melbourne Cricket Ground,,5,19.55555556,15,7.905465587,0,1
,Imad Wasim,Melbourne Renegades,Hobart Hurricanes,Melbourne Cricket Ground,,5,25.3,20.2,7.254035088,0,2
,JA Prestwidge,Melbourne Renegades,Hobart Hurricanes,Melbourne Cricket Ground,,5,15.46666667,13.53333333,6.47032967,0,0
2021-01-13,JM Bird,Sydney Sixers,Sydney Thunder,Manuka Oval,,4,13.66666667,12.16666667,8.41,0,1
,SNJ O'Keefe,Sydney Sixers,Sydney Thunder,Manuka Oval,,4,16.5,12,6.3125,0,3
,JT Ball,Sydney Sixers,Sydney Thunder,Manuka Oval,,5,24.08333333,14.33333333,10.90540659,0,1
,L Pope,Sydney Sixers,Sydney Thunder,Manuka Oval,,3,6.5,6,6.277777778,0,1
,CR Brathwaite,Sydney Sixers,Sydney Thunder,Manuka Oval,,6,12.63888889,8.555555556,8.084935897,1,0
,DT Christian,Sydney Sixers,Sydney Thunder,Manuka Oval,,5,24.5,18,8.703551957,0,0
,DR Sams,Sydney Thunder,Sydney Sixers,Manuka Oval,,2,15.5,12.5,8.37,0,2
,JD Cook,Sydney Thunder,Sydney Sixers,Manuka Oval,,0,0,0,0,0,0
,AF Milne,Sydney Thunder,Sydney Sixers,Manuka Oval,,4,13.5,12.83333333,7.254349978,0,0
,N McAndrew,Sydney Thunder,Sydney Sixers,Manuka Oval,,5,27.6,16.93333333,9.438461538,0,1
,T Sangha,Sydney Thunder,Sydney Sixers,Manuka Oval,,5,18.81666667,11.23333333,9.976923077,0,1
,BCJ Cutting,Sydney Thunder,Sydney Sixers,Manuka Oval,,5,0,0,7.901684982,0,1
2021-01-26,JA Richardson,Perth Scorchers,Brisbane Heat,Adelaide Oval,,6,21.08333333,16.54166667,6.989273504,1,2
,JP Behrendorff,Perth Scorchers,Brisbane Heat,Adelaide Oval,,6,12.5,11.75,6.387179487,0,2
,Fawad Ahmed,Perth Scorchers,Brisbane Heat,Adelaide Oval,,6,18.16666667,16.33333333,6.203259061,0,0
,LS Livingstone,Perth Scorchers,Brisbane Heat,Adelaide Oval,,3,10.66666667,8,9,0,1
,AJ Tye,Perth Scorchers,Brisbane Heat,Adelaide Oval,,6,12.8,10.7,6.432336523,1,2
,AM Hardie,Perth Scorchers,Brisbane Heat,Adelaide Oval,,6,3.833333333,3.083333333,8.529285714,0,0
,JD Wildermuth,Brisbane Heat,Perth Scorchers,Adelaide Oval,,7,20.78571429,13.21428571,7.966566416,0,0
,MT Steketee,Brisbane Heat,Perth Scorchers,Adelaide Oval,,8,18.81770833,12.20833333,9.480706522,1,1
,MJ Swepson,Brisbane Heat,Perth Scorchers,Adelaide Oval,,2,13,12.5,7.995,0,2
,B Laughlin,Brisbane Heat,Perth Scorchers,Adelaide Oval,,1,0,0,5.666666667,0,0
,M Labuschagne,Brisbane Heat,Perth Scorchers,Adelaide Oval,,4,3.75,3,4.666666667,0,3
,JL Denly,Brisbane Heat,Perth Scorchers,Adelaide Oval,,1,0,0,8,0,0
2021-01-17,GJ Maxwell,Melbourne Stars,Melbourne Renegades,Melbourne Cricket Ground,,4,13,10,8.875,0,1
,B Stanlake,Melbourne Stars,Melbourne Renegades,Melbourne Cricket Ground,,5,13.37777778,10.28888889,7.577765886,0,2
,Zahir Khan,Melbourne Stars,Melbourne Renegades,Melbourne Cricket Ground,,4,18,16.66666667,7.075320513,0,2
,A Zampa,Melbourne Stars,Melbourne Renegades,Melbourne Cricket Ground,,4,18.3,11.33333333,7.525,1,2
,LC Hatcher,Melbourne Stars,Melbourne Renegades,Melbourne Cricket Ground,,1,0,0,7,0,3
,MP Stoinis,Melbourne Stars,Melbourne Renegades,Melbourne Cricket Ground,,1,16,14,6.857142857,0,0
,NJ Maddinson,Melbourne Stars,Melbourne Renegades,Melbourne Cricket Ground,,1,6,6,6,0,0
,KW Richardson,Melbourne Renegades,Melbourne Stars,Melbourne Cricket Ground,,5,30.83333333,20.5,8.439676768,0,2
,Imad Wasim,Melbourne Renegades,Melbourne Stars,Melbourne Cricket Ground,,6,22.91666667,18.83333333,6.961695906,0,0
,W Sutherland,Melbourne Renegades,Melbourne Stars,Melbourne Cricket Ground,,2,11,9,6.166666667,0,1
,Noor Ahmad,Melbourne Renegades,Melbourne Stars,Melbourne Cricket Ground,,4,9,5,8.775,0,0
,P Hatzoglou,Melbourne Renegades,Melbourne Stars,Melbourne Cricket Ground,,6,20.2962963,16.66666667,7.547887989,0,1
,BJ Webster,Melbourne Renegades,Melbourne Stars,Melbourne Cricket Ground,,2,0,0,7.5,0,0
2021-01-16,JM Bird,Sydney Sixers,Perth Scorchers,Manuka Oval,,5,15.73333333,14.73333333,7.88,0,0
,SNJ O'Keefe,Sydney Sixers,Perth Scorchers,Manuka Oval,,5,14.46666667,11.2,6,0,1
,L Pope,Sydney Sixers,Perth Scorchers,Manuka Oval,,4,12.625,10.75,6.568333333,0,0
,CR Brathwaite,Sydney Sixers,Perth Scorchers,Manuka Oval,,7,12.63888889,8.555555556,8.215659341,1,2
,JT Ball,Sydney Sixers,Perth Scorchers,Manuka Oval,,6,27.06944444,14.94444444,11.42117216,0,2
,DT Christian,Sydney Sixers,Perth Scorchers,Manuka Oval,,6,24.5,18,8.791421502,0,2
,JA Richardson,Perth Scorchers,Sydney Sixers,Manuka Oval,,7,21.21428571,16.03571429,7.441355311,1,1
,JP Behrendorff,Perth Scorchers,Sydney Sixers,Manuka Oval,,7,12.85714286,11.78571429,6.546153846,0,1
,AJ Tye,Perth Scorchers,Sydney Sixers,Manuka Oval,,7,12.68571429,10.88571429,6.370574163,1,0
,AM Hardie,Perth Scorchers,Sydney Sixers,Manuka Oval,,7,3.833333333,3.083333333,8.382244898,0,0
,Fawad Ahmed,Perth Scorchers,Sydney Sixers,Manuka Oval,,7,18.16666667,16.33333333,7.099936338,0,1
2021-01-20,JK Lalor,Melbourne Renegades,Melbourne Stars,Docklands Stadium,,3,0,0,11.78362573,0,1
,Imad Wasim,Melbourne Renegades,Melbourne Stars,Docklands Stadium,,7,22.91666667,18.83333333,7.273290369,0,1
,Z Evans,Melbourne Renegades,Melbourne Stars,Docklands Stadium,,2,8.966666667,5.4,9.791666667,1,2
,P Hatzoglou,Melbourne Renegades,Melbourne Stars,Docklands Stadium,,7,22.25396825,17.85714286,7.635332562,0,2
,JA Prestwidge,Melbourne Renegades,Melbourne Stars,Docklands Stadium,,6,15.46666667,13.53333333,6.249084249,0,0
,BJ Webster,Melbourne Renegades,Melbourne Stars,Docklands Stadium,,3,0,0,6.333333333,0,0
,NM Coulter-Nile,Melbourne Stars,Melbourne Renegades,Docklands Stadium,,2,33.25,19.25,9.853846154,0,3
,A Zampa,Melbourne Stars,Melbourne Renegades,Docklands Stadium,,5,17.04,11.36666667,7.272173913,1,0
,LC Hatcher,Melbourne Stars,Melbourne Renegades,Docklands Stadium,,2,5,4.666666667,6.714285714,0,0
,Zahir Khan,Melbourne Stars,Melbourne Renegades,Docklands Stadium,,5,16.7,15.73333333,6.81025641,0,1
,NJ Maddinson,Melbourne Stars,Melbourne Renegades,Docklands Stadium,,2,6,6,7,0,0
,MP Stoinis,Melbourne Stars,Melbourne Renegades,Docklands Stadium,,2,16,14,7.428571429,0,1
2021-01-07,NP Winter,Hobart Hurricanes,Sydney Thunder,Perth Stadium,,2,0,0,6.928571429,0,0
,J Botha,Hobart Hurricanes,Sydney Thunder,Perth Stadium,,1,18,18,6,0,0
,SM Boland,Hobart Hurricanes,Sydney Thunder,Perth Stadium,,6,14.5,14.04166667,7.675,2,0
,NT Ellis,Hobart Hurricanes,Sydney Thunder,Perth Stadium,,6,15.875,13.625,7.755989975,1,1
,S Lamichhane,Hobart Hurricanes,Sydney Thunder,Perth Stadium,,6,14.625,12.25,7.513888889,0,1
,DJM Short,Hobart Hurricanes,Sydney Thunder,Perth Stadium,,6,10.16666667,10.5,10.22222222,0,3
,AJ Nair,Sydney Thunder,Hobart Hurricanes,Perth Stadium,,0,0,0,0,0,1
,AF Milne,Sydney Thunder,Hobart Hurricanes,Perth Stadium,,5,13.5,12.83333333,7.403479982,0,1
,N McAndrew,Sydney Thunder,Hobart Hurricanes,Perth Stadium,,6,29,17.27777778,9.760121457,0,2
,CJ Green,Sydney Thunder,Hobart Hurricanes,Perth Stadium,,5,21,17.5,8.744615385,0,2
,T Sangha,Sydney Thunder,Hobart Hurricanes,Perth Stadium,,6,18.01388889,11.36111111,9.480769231,0,2
,BCJ Cutting,Sydney Thunder,Hobart Hurricanes,Perth Stadium,,6,3,2,8.084737485,0,0
2021-01-11,DJ Worrall,Adelaide Strikers,Melbourne Stars,Adelaide Oval,,3,24,19,7.864093567,0,2
,HNA Conway,Adelaide Strikers,Melbourne Stars,Adelaide Oval,,2,11,9,8.166666667,0,1
,WA Agar,Adelaide Strikers,Melbourne Stars,Adelaide Oval,,7,23.21428571,15.17857143,9.19953602,1,2
,Rashid Khan,Adelaide Strikers,Melbourne Stars,Adelaide Oval,,3,13,14.66666667,5.25,0,2
,DR Briggs,Adelaide Strikers,Melbourne Stars,Adelaide Oval,,6,28.47222222,21.22222222,7.753205128,0,0
,A Zampa,Melbourne Stars,Adelaide Strikers,Adelaide Oval,,6,17.04,11.36666667,7.060144928,1,2
,SL Rainbird,Melbourne Stars,Adelaide Strikers,Adelaide Oval,,3,26.33333333,17.33333333,8.722527473,0,1
,GJ Maxwell,Melbourne Stars,Adelaide Strikers,Adelaide Oval,,5,16.2,11.6,9.033333333,0,1
,Haris Rauf,Melbourne Stars,Adelaide Strikers,Adelaide Oval,,2,0,0,11.25,0,1
,LC Hatcher,Melbourne Stars,Adelaide Strikers,Adelaide Oval,,3,5,4.666666667,7.780538302,0,0
2021-01-09,N McAndrew,Sydney Thunder,Perth Scorchers,Perth Stadium,,7,26.71428571,16.73809524,9.191215218,0,1
,AF Milne,Sydney Thunder,Perth Scorchers,Perth Stadium,,6,15.41666667,14.86111111,7.169566652,0,0
,B Doggett,Sydney Thunder,Perth Scorchers,Perth Stadium,,2,14.75,15.25,5.686666667,0,4
,CJ Green,Sydney Thunder,Perth Scorchers,Perth Stadium,,6,19.41666667,16.58333333,8.245512821,0,0
,BCJ Cutting,Sydney Thunder,Perth Scorchers,Perth Stadium,,7,3,2,7.786917844,0,1
,T Sangha,Sydney Thunder,Perth Scorchers,Perth Stadium,,7,17.51190476,11.52380952,9.120659341,0,0
,JA Richardson,Perth Scorchers,Sydney Thunder,Perth Stadium,,8,22.5625,16.90625,7.554664158,1,4
,JP Behrendorff,Perth Scorchers,Sydney Thunder,Perth Stadium,,8,13.625,13.4375,6.297884615,0,3
,AJ Tye,Perth Scorchers,Sydney Thunder,Perth Stadium,,8,12.68571429,10.88571429,7.282585726,1,2
,AM Hardie,Perth Scorchers,Sydney Thunder,Perth Stadium,,8,3.833333333,3.083333333,8.490714286,0,0
,MR Marsh,Perth Scorchers,Sydney Thunder,Perth Stadium,,2,12,12,5,0,1
,Fawad Ahmed,Perth Scorchers,Sydney Thunder,Perth Stadium,,8,20.27083333,17.29166667,7.306194296,0,0
2021-01-04,RP Meredith,Hobart Hurricanes,Melbourne Stars,Bellerive Oval,,6,51.33333333,24,8.816111111,0,2
,J Botha,Hobart Hurricanes,Melbourne Stars,Bellerive Oval,,2,18,18,8,0,0
,SM Boland,Hobart Hurricanes,Melbourne Stars,Bellerive Oval,,7,14.5,14.04166667,8.224285714,2,0
,NT Ellis,Hobart Hurricanes,Melbourne Stars,Bellerive Oval,,7,18.17857143,15.10714286,7.79084855,1,3
,S Lamichhane,Hobart Hurricanes,Melbourne Stars,Bellerive Oval,,7,15.96428571,13.92857143,7.297619048,0,1
,DJM Short,Hobart Hurricanes,Melbourne Stars,Bellerive Oval,,7,9.952380952,10.19047619,9.653333333,0,0
,SL Rainbird,Melbourne Stars,Hobart Hurricanes,Bellerive Oval,,4,28.25,19,8.666895604,0,2
,GJ Maxwell,Melbourne Stars,Hobart Hurricanes,Bellerive Oval,,6,16.66666667,13.66666667,8.319444444,0,0
,B Stanlake,Melbourne Stars,Hobart Hurricanes,Bellerive Oval,,6,13.48148148,10.15740741,7.788489116,0,2
,A Zampa,Melbourne Stars,Hobart Hurricanes,Bellerive Oval,,7,16.10571429,11.45714286,6.801552795,1,1
,LC Hatcher,Melbourne Stars,Hobart Hurricanes,Bellerive Oval,,4,5,4.666666667,8.224292616,0,1
,HWR Cartwright,Melbourne Stars,Hobart Hurricanes,Bellerive Oval,,1,0,0,18.85714286,0,0
2021-01-22,JM Bird,Sydney Sixers,Sydney Thunder,Adelaide Oval,,6,15.73333333,14.73333333,8.288888889,0,0
,SNJ O'Keefe,Sydney Sixers,Sydney Thunder,Adelaide Oval,,6,18.05555556,13.5,6.44,0,0
,BJ Dwarshuis,Sydney Sixers,Sydney Thunder,Adelaide Oval,,5,16.16666667,11.1,9.652173913,0,3
,CR Brathwaite,Sydney Sixers,Sydney Thunder,Adelaide Oval,,8,11.87152778,8.673611111,7.701859818,1,1
,DT Christian,Sydney Sixers,Sydney Thunder,Adelaide Oval,,7,22.57142857,17.14285714,8.321218431,0,0
,L Pope,Sydney Sixers,Sydney Thunder,Adelaide Oval,,5,12.625,10.75,7.654666667,0,1
,AF Milne,Sydney Thunder,Sydney Sixers,Adelaide Oval,,7,15.41666667,14.86111111,7.595892295,0,0
,N McAndrew,Sydney Thunder,Sydney Sixers,Adelaide Oval,,8,27.375,17.77083333,9.002313315,0,0
,B Doggett,Sydney Thunder,Sydney Sixers,Adelaide Oval,,3,11.75,12.16666667,5.707777778,1,1
,T Sangha,Sydney Thunder,Sydney Sixers,Adelaide Oval,,8,17.51190476,11.52380952,9.355576923,0,3
,BCJ Cutting,Sydney Thunder,Sydney Sixers,Adelaide Oval,,8,6.75,4.75,7.844803114,0,1
,CJ Green,Sydney Thunder,Sydney Sixers,Adelaide Oval,,7,19.41666667,16.58333333,9.281868132,0,0
2021-02-06,JP Behrendorff,Perth Scorchers,Sydney Sixers,Sydney Cricket Ground,,9,13.07407407,12.61111111,6.561082621,0,0
,JA Richardson,Perth Scorchers,Sydney Sixers,Sydney Cricket Ground,,9,20.75,15.69444444,7.409701474,2,2
,AJ Tye,Perth Scorchers,Sydney Sixers,Sydney Cricket Ground,,9,12.83174603,11.17619048,7.164767559,1,3
,Fawad Ahmed,Perth Scorchers,Sydney Sixers,Sydney Cricket Ground,,9,20.27083333,17.29166667,7.49439493,0,1
,AM Hardie,Perth Scorchers,Sydney Sixers,Sydney Cricket Ground,,9,3.833333333,3.083333333,8.584338624,0,0
,LS Livingstone,Perth Scorchers,Sydney Sixers,Sydney Cricket Ground,,4,12,9,8.75,0,0
,JM Bird,Sydney Sixers,Perth Scorchers,Sydney Cricket Ground,,7,15.73333333,14.73333333,8.461904762,0,2
,BJ Dwarshuis,Sydney Sixers,Perth Scorchers,Sydney Cricket Ground,,6,15.63888889,10.58333333,9.668478261,0,3
,SA Abbott,Sydney Sixers,Perth Scorchers,Sydney Cricket Ground,,2,15,12,7.5,0,2
,DT Christian,Sydney Sixers,Perth Scorchers,Sydney Cricket Ground,,8,22.57142857,17.14285714,9.281066127,0,2
,SNJ O'Keefe,Sydney Sixers,Perth Scorchers,Sydney Cricket Ground,,7,18.05555556,13.5,7.52,0,0
,CR Brathwaite,Sydney Sixers,Perth Scorchers,Sydney Cricket Ground,,9,14.99691358,10.48765432,7.912764283,1,0
2021-01-29,XC Bartlett,Brisbane Heat,Adelaide Strikers,Brisbane Cricket Ground,,8,24.07291667,16.83333333,7.644364035,0,0
,MT Steketee,Brisbane Heat,Adelaide Strikers,Brisbane Cricket Ground,,9,22.83796296,13.62962963,9.893961353,1,0
,B Laughlin,Brisbane Heat,Adelaide Strikers,Brisbane Cricket Ground,,2,0,0,7.333333333,0,0
,MJ Swepson,Brisbane Heat,Adelaide Strikers,Brisbane Cricket Ground,,3,12,12.33333333,6.996666667,0,2
,L Gregory,Brisbane Heat,Adelaide Strikers,Brisbane Cricket Ground,,7,30.8,17.7,10.74542125,0,0
,M Labuschagne,Brisbane Heat,Adelaide Strikers,Brisbane Cricket Ground,,5,5.4,4.133333333,5.394871795,0,3
,M Morkel,Brisbane Heat,Adelaide Strikers,Brisbane Cricket Ground,,3,20.75,18,7.833333333,0,2
,MG Neser,Adelaide Strikers,Brisbane Heat,Brisbane Cricket Ground,,3,10.16666667,9.166666667,7.733918129,0,1
,WA Agar,Adelaide Strikers,Brisbane Heat,Brisbane Cricket Ground,,8,21.6875,14.84375,8.709594017,1,1
,PM Siddle,Adelaide Strikers,Brisbane Heat,Brisbane Cricket Ground,,6,4.333333333,5.194444444,7.77862948,0,1
,LN O'Connor,Adelaide Strikers,Brisbane Heat,Brisbane Cricket Ground,,4,7.75,8.375,6.924342105,0,0
,TM Head,Adelaide Strikers,Brisbane Heat,Brisbane Cricket Ground,,2,7.5,6,7.75,0,0
,DR Briggs,Adelaide Strikers,Brisbane Heat,Brisbane Cricket Ground,,7,28.47222222,21.22222222,8.10989011,0,1
2021-01-30,BJ Dwarshuis,Sydney Sixers,Perth Scorchers,Manuka Oval,,7,15.16666667,10.26190476,9.555838509,0,2
,JM Bird,Sydney Sixers,Perth Scorchers,Manuka Oval,,8,14.64166667,14.01666667,7.9875,0,1
,SA Abbott,Sydney Sixers,Perth Scorchers,Manuka Oval,,3,15.5,11,8.666666667,0,1
,SNJ O'Keefe,Sydney Sixers,Perth Scorchers,Manuka Oval,,8,18.05555556,13.5,7.3925,0,1
,CR Brathwaite,Sydney Sixers,Perth Scorchers,Manuka Oval,,10,14.99691358,10.48765432,8.321487854,1,1
,DT Christian,Sydney Sixers,Perth Scorchers,Manuka Oval,,9,21.56349206,16.79365079,8.8926937,0,0
,JA Richardson,Perth Scorchers,Sydney Sixers,Manuka Oval,,10,20.975,15.375,7.772731327,2,0
,JP Behrendorff,Perth Scorchers,Sydney Sixers,Manuka Oval,,10,13.07407407,12.61111111,6.804974359,0,0
,AJ Tye,Perth Scorchers,Sydney Sixers,Manuka Oval,,10,12.54857143,10.89190476,7.168290803,1,0
,Fawad Ahmed,Perth Scorchers,Sydney Sixers,Manuka Oval,,10,20.04375,17.3625,7.344955437,0,0
,AM Hardie,Perth Scorchers,Sydney Sixers,Manuka Oval,,10,3.833333333,3.083333333,8.959238095,0,0
,LS Livingstone,Perth Scorchers,Sydney Sixers,Manuka Oval,,5,12,9,9.1,0,1
,AJ Turner,Perth Scorchers,Sydney Sixers,Manuka Oval,,2,0,0,8.75,0,0
2021-01-31,XC Bartlett,Brisbane Heat,Sydney Thunder,Manuka Oval,,9,24.07291667,16.83333333,7.544990253,0,0
,MT Steketee,Brisbane Heat,Sydney Thunder,Manuka Oval,,10,22.83796296,13.62962963,9.534565217,1,3
,B Laughlin,Brisbane Heat,Sydney Thunder,Manuka Oval,,3,0,0,6.888888889,0,1
,MJ Swepson,Brisbane Heat,Sydney Thunder,Manuka Oval,,4,11.875,12.375,6.6275,0,2
,L Gregory,Brisbane Heat,Sydney Thunder,Manuka Oval,,8,30.8,17.7,10.04510073,0,0
,M Labuschagne,Brisbane Heat,Sydney Thunder,Manuka Oval,,6,5.333333333,4.444444444,5.329059829,0,1
,M Morkel,Brisbane Heat,Sydney Thunder,Manuka Oval,,4,19.5625,16.625,7.795,0,1
,AF Milne,Sydney Thunder,Brisbane Heat,Manuka Oval,,8,15.41666667,14.86111111,7.756405758,0,0
,DR Sams,Sydney Thunder,Brisbane Heat,Manuka Oval,,3,14.5,11.16666667,8.521176471,0,2
,B Doggett,Sydney Thunder,Brisbane Heat,Manuka Oval,,4,15.0625,15.125,5.843333333,1,1
,CJ Green,Sydney Thunder,Brisbane Heat,Manuka Oval,,8,19.41666667,16.58333333,8.871634615,0,0
,T Sangha,Sydney Thunder,Brisbane Heat,Manuka Oval,,9,16.86243386,11.20634921,9.213504274,0,0
,BCJ Cutting,Sydney Thunder,Brisbane Heat,Manuka Oval,,9,8.888888889,6.222222222,7.936121286,0,0
